Trainer ID,Trainer Name,Pokemon Held,AI Difficulty,Poke1,Poke2,Poke3,Poke4,Poke5,Poke6
486,Scientist Shaun,2,5,Magnemite,Kadabra,,,,
487,Scientist,1,1,Rattata,,,,,
488,Ninja Boy Fabian,2,1,Croagunk,Croagunk,,,,
489,Ninja Boy Brennan,2,1,Zubat,Skorupi,,,,
490,Ninja Boy Bruce,1,1,Stunky,,,,,
491,Beauty Devon,3,1,Wormadam,Wormadam,Wormadam,,,
492,Beauty Nicola,1,1,Lopunny,,,,,
493,Swimmer,1,1,Rattata,,,,,
494,Swimmer Claire,1,1,Floatzel,,,,,
495,Youngster,1,1,Rattata,,,,,
496,Youngster Wayne,3,1,Staravia,Shellos,Ponyta,,,
497,Tuber Jacky,1,1,Bibarel,,,,,
498,Tuber Caitlyn,3,1,Azurill,Marill,Azumarill,,,
499,Veteran Terrell,3,7,Parasect,Rhydon,Magmar,,,
500,Veteran Brenden,3,7,Forretress,Gyarados,Hippowdon,,,
501,Waiter,1,1,Rattata,,,,,
502,Worker,1,1,Rattata,,,,,
503,Worker Noel,2,1,Magnemite,Magnemite,,,,
504,Worker Braden,1,1,Steelix,,,,,
505,Worker Brendon,3,1,Geodude,Geodude,Machoke,,,
506,Worker Quentin,3,1,Magnemite,Machop,Graveler,,,
507,Galactic Grunt,1,1,Golbat,,,,,
508,Galactic Grunt,2,1,Houndour,Murkrow,,,,
509,Galactic Grunt,1,1,Stunky,,,,,
510,Galactic Grunt,3,1,Glameow,Murkrow,Croagunk,,,
511,Galactic Grunt,1,1,Rattata,,,,,
512,Galactic Grunt,2,1,Murkrow,Stunky,,,,
513,Galactic Grunt,2,1,Golbat,Golbat,,,,
514,Galactic Grunt,2,1,Stunky,Croagunk,,,,
515,Galactic Grunt,1,1,Murkrow,,,,,
516,Galactic Grunt,3,1,Houndour,Golbat,Houndour,,,
517,Galactic Grunt,2,1,Stunky,Golbat,,,,
518,Galactic Grunt,3,1,Croagunk,Stunky,Croagunk,,,
519,Galactic Grunt,1,1,Golbat,,,,,
520,Galactic Grunt,2,1,Glameow,Golbat,,,,
521,Galactic Grunt,2,1,Croagunk,Croagunk,,,,
522,Galactic Grunt,3,1,Croagunk,Stunky,Glameow,,,
523,Galactic Grunt,1,1,Stunky,,,,,
524,Galactic Grunt,3,1,Murkrow,Glameow,Murkrow,,,
525,Galactic Grunt,2,1,Houndour,Glameow,,,,
526,Galactic Grunt,3,1,Golbat,Croagunk,Murkrow,,,
527,Galactic Grunt,2,1,Stunky,Glameow,,,,
528,Commander Mars,3,15,Bronzor,Golbat,Purugly,,,
529,Roughneck Kirby,1,1,Cleffa,,,,,
530,Pokefan Leonard,3,1,Pichu,Pichu,Pikachu,,,
531,Pokefan Rebekah,1,1,Bonsly,,,,,
532,Youngster Oliver,3,1,Mothim,Barboach,Chatot,,,
533,Belle & Pa Beth & Bob,2,1,Ponyta,Ponyta,,,,
534,Young Couple Mike & Nat,2,1,Murkrow,Misdreavus,,,,
535,Aroma Lady Alison,1,5,Roselia,,,,,
536,Artist Ismael,1,1,Kricketune,,,,,
537,Pokemon Breeder Kaylee,3,1,Aipom,Marill,Swablu,,,
538,Cameraman Darryl,2,1,Magnemite,Mr.Mime,,,,
539,Collector Eugene,1,1,Feebas,,,,,
540,Pokefan Meredith,2,1,Pichu,Pachirisu,,,,
541,PI Kendrick,1,17,Rhyhorn,,,,,
542,Gentleman Leonardo,1,1,Chatot,,,,,
543,Socialite Rebecca,1,1,Purugly,,,,,
544,Lass Blythe,2,1,Chingling,Buneary,,,,
545,Rich Boy Roman,1,1,Lickitung,,,,,
546,Lady Kylie,2,1,Cleffa,Clefairy,,,,
547,Reporter Valerie,1,1,Kirlia,,,,,
548,School Kid Esteban,1,5,Quagsire,,,,,
549,Scientist Emilio,1,5,Kadabra,,,,,
550,Beauty Gabriella,1,1,Finneon,,,,,
551,Beauty Harley,1,1,Psyduck,,,,,
552,Veteran Emanuel,2,7,Machoke,Bronzor,,,,
553,Ruin Maniac Karl,3,7,Geodude,Geodude,Bronzor,,,
554,Bird Keeper Audrey,3,1,Taillow,Farfetch'd,Pidgeot,,,
555,Bird Keeper Geneva,2,1,Fearow,Xatu,,,,
556,Bird Keeper Krystal,3,1,Staravia,Fearow,Noctowl,,,
557,Dragon Tamer Geoffrey,2,7,Gabite,Altaria,,,,
558,Dragon Tamer Darien,1,7,Dragonite,,,,,
559,Dragon Tamer Keegan,2,7,Trapinch,Vibrava,,,,
560,Dragon Tamer Stanley,2,7,Dratini,Altaria,,,,
561,Dragon Tamer Drake,3,7,Gible,Gabite,Dragonair,,,
562,Dragon Tamer Kenny,3,7,Bagon,Shelgon,Vibrava,,,
563,Ace Trainer Rodolfo,2,7,Starmie,Vibrava,,,,
564,Ace Trainer Saul,1,7,Tauros,,,,,
565,Ace Trainer Jose,3,7,Golduck,Sandslash,Manectric,,,
566,Ace Trainer Felix,2,7,Dusclops,Salamence,,,,
567,Ace Trainer Quinn,2,7,Pinsir,Lanturn,,,,
568,Ace Trainer Graham,2,7,Tyrogue,Hitmonchan,,,,
569,Ace Trainer Keenan,3,7,Primeape,Electabuzz,Banette,,,
570,Ace Trainer Stefan,2,7,Pupitar,Torterra,,,,
571,Ace Trainer Skylar,3,7,Loudred,Rampardos,Pelipper,,,
572,Ace Trainer Abel,2,7,Glalie,Crobat,,,,
573,Ace Trainer Deanna,2,7,Flaaffy,Tropius,,,,
574,Ace Trainer Moira,3,7,Sandslash,Gastrodon,Claydol,,,
575,Ace Trainer Dana,2,7,Mightyena,Kirlia,,,,
576,Ace Trainer Mikayla,3,7,Seviper,Persian,Absol,,,
577,Ace Trainer Meagan,2,7,Delcatty,Abomasnow,,,,
578,Ace Trainer Sandra,3,7,Dugtrio,Raichu,Ninetales,,,
579,Ace Trainer Kassandra,3,7,Jumpluff,Onix,Ampharos,,,
580,Ace Trainer Jasmin,1,7,Drapion,,,,,
581,Ace Trainer Natasha,3,7,Wigglytuff,Gardevoir,Medicham,,,
582,Ace Trainer Monique,3,7,Luxray,Ursaring,Gliscor,,,
583,Psychic Corbin,2,5,Xatu,Gallade,,,,
584,Psychic Sterling,2,5,Solrock,Gallade,,,,
585,Psychic Daisy,2,5,Slowpoke,Slowbro,,,,
586,Psychic Chelsey,2,5,Lunatone,Gardevoir,,,,
587,Black Belt Davon,3,33,Tyrogue,Makuhita,Machamp,,,
588,Black Belt Griffin,2,33,Breloom,Medicham,,,,
589,Black Belt Ray,2,33,Breloom,Toxicroak,,,,
590,Black Belt Jarrett,1,33,Machamp,,,,,
591,Pokemon Ranger Kyler,3,7,Exeggcute,Zangoose,Empoleon,,,
592,Pokemon Ranger Deshawn,3,7,Spinda,Kecleon,Granbull,,,
593,Pokemon Ranger Dwayne,3,7,Skarmory,Golduck,Donphan,,,
594,Pokemon Ranger Ashlee,2,7,Linoone,Arbok,,,,
595,Pokemon Ranger Felicia,2,7,Skiploom,Lopunny,,,,
596,Pokemon Ranger Krista,2,7,Lairon,Marowak,,,,
597,Swimmer Glenn,2,1,Octillery,Poliwhirl,,,,
598,Swimmer Kurt,3,1,Krabby,Corphish,Kingler,,,
599,Swimmer Sam,2,1,Sealeo,Gastrodon,,,,
600,Swimmer Wade,3,1,Carvanha,Carvanha,Sharpedo,,,
601,Swimmer Joanna,2,1,Luvdisc,Lapras,,,,
602,Swimmer Sophia,2,1,Delibird,Mantine,,,,
603,Swimmer Mallory,2,1,Surskit,Lombre,,,,
604,Swimmer Lydia,3,1,Marill,Spheal,Wailmer,,,
605,Veteran,1,1,Rattata,,,,,
606,Veteran Harlan,3,7,Raticate,Drifblim,Shiftry,,,
607,Rival,6,7,Munchlax,Staraptor,Floatzel,Heracross,Rapidash,Torterra
608,Pokemon Trainer Cheryl,1,7,Chansey,,,,,
609,Pokemon Trainer Riley,1,7,Lucario,,,,,
610,Pokemon Trainer Marley,1,7,Arcanine,,,,,
611,Pokemon Trainer Buck,1,7,Claydol,,,,,
612,Pokemon Trainer Mira,1,7,Kadabra,,,,,
613,Pokemon Trainer Lucas,1,7,Turtwig,,,,,
614,Pokemon Trainer Lucas,1,7,Chimchar,,,,,
615,Pokemon Trainer Lucas,1,7,Piplup,,,,,
616,Pokemon Trainer Dawn,1,7,Turtwig,,,,,
617,Pokemon Trainer Dawn,1,7,Chimchar,,,,,
618,Pokemon Trainer Dawn,1,7,Piplup,,,,,
619,Rival,6,7,Munchlax,Staraptor,Floatzel,Heracross,Roserade,Infernape
620,Rival,6,7,Munchlax,Staraptor,Roserade,Heracross,Rapidash,Empoleon
621,Pokemon Trainer Lucas,3,7,Clefairy,Kadabra,Prinplup,,,
622,Pokemon Trainer Lucas,3,7,Clefairy,Kadabra,Grotle,,,
623,Pokemon Trainer Lucas,3,7,Clefairy,Kadabra,Monferno,,,
624,Pokemon Trainer Dawn,3,7,Clefairy,Kadabra,Prinplup,,,
625,Pokemon Trainer Dawn,3,7,Clefairy,Kadabra,Grotle,,,
626,Pokemon Trainer Dawn,3,7,Clefairy,Kadabra,Monferno,,,
627,Aroma Lady Elizabeth,1,5,Roselia,,,,,
628,Aroma Lady Elizabeth,1,5,Roselia,,,,,
629,Aroma Lady Elizabeth,1,5,Roserade,,,,,
630,Artist William,2,1,Mr.Mime,Sudowoodo,,,,
631,Artist William,2,1,Mr.Mime,Sudowoodo,,,,
632,Artist William,3,1,Smeargle,Mr.Mime,Sudowoodo,,,
633,Battle Girl Helen,2,33,Meditite,Machop,,,,
634,Battle Girl Helen,2,33,Medicham,Machoke,,,,
635,Battle Girl Helen,2,33,Medicham,Machamp,,,,
636,Bird Keeper Brianna,2,1,Noctowl,Noctowl,,,,
637,Bird Keeper Brianna,3,1,Skarmory,Noctowl,Noctowl,,,
638,Bird Keeper Audrey,3,1,Farfetch'd,Swellow,Pidgeot,,,
639,Pokemon Breeder Albert,4,1,Roselia,Bonsly,Pikachu,Eevee,,
640,Pokemon Breeder Albert,4,1,Roselia,Sudowoodo,Pikachu,Umbreon,,
641,Pokemon Breeder Albert,4,1,Roserade,Sudowoodo,Raichu,Umbreon,,
642,Pokemon Breeder Jennifer,4,1,Roselia,MimeJr.,Clefairy,Eevee,,
643,Pokemon Breeder Jennifer,4,1,Roselia,Mr.Mime,Clefairy,Espeon,,
644,Pokemon Breeder Jennifer,4,1,Roserade,Mr.Mime,Clefable,Espeon,,
645,Camper Zackary,1,7,Aipom,,,,,
646,Camper Zackary,1,7,Ambipom,,,,,
647,Camper Zackary,2,7,Ambipom,Bibarel,,,,
648,Ace Trainer Dalton,2,7,Electivire,Magmortar,,,,
649,Ace Trainer Olivia,3,7,Gardevoir,Seaking,Lopunny,,,
650,Collector Ivan,1,1,Togekiss,,,,,
651,Cowgirl,1,1,Rattata,,,,,
652,Cowgirl,1,1,Rattata,,,,,
653,Cyclist John,2,1,Staravia,Staraptor,,,,
654,Cyclist John,2,1,Staraptor,Staraptor,,,,
655,Cyclist John,3,1,Farfetch'd,Dodrio,Staraptor,,,
656,Cyclist Kayla,1,1,Pikachu,,,,,
657,Cyclist Kayla,1,1,Raichu,,,,,
658,Cyclist Kayla,3,1,Plusle,Minun,Raichu,,,
659,Dragon Tamer Patrick,1,7,Gabite,,,,,
660,Dragon Tamer Patrick,3,7,Shelgon,Gabite,Dragonair,,,
661,Dragon Tamer Hayden,2,7,Altaria,Kingdra,,,,
662,Dragon Tamer Geoffrey,2,7,Altaria,Garchomp,,,,
663,Ace Trainer Jake,2,7,Staraptor,Girafarig,,,,
664,Ace Trainer Dennis,3,7,Gligar,Floatzel,Drifblim,,,
665,Ace Trainer Dennis,3,7,Gliscor,Floatzel,Drifblim,,,
666,Ace Trainer Rodolfo,2,7,Starmie,Flygon,,,,
667,Ace Trainer Saul,1,7,Tauros,,,,,
668,Ace Trainer Shannon,3,7,Cherrim,Azumarill,Lopunny,,,
669,Ace Trainer Maya,3,7,Roselia,Kirlia,Lickitung,,,
670,Ace Trainer Maya,3,7,Roserade,Gardevoir,Lickilicky,,,
671,Ace Trainer Deanna,2,7,Ampharos,Tropius,,,,
672,Ace Trainer Moira,3,7,Sandslash,Gastrodon,Claydol,,,
673,Psychic Mitchell,2,5,Dusclops,Kadabra,,,,
674,Psychic Mitchell,3,5,Grumpig,Alakazam,Dusknoir,,,
675,Psychic Maxwell,2,5,Misdreavus,Gengar,,,,
676,Psychic Corbin,2,5,Xatu,Gallade,,,,
677,Psychic Abigail,3,5,Chimecho,Drifblim,Gardevoir,,,
678,Psychic Abigail,3,5,Chimecho,Drifblim,Gardevoir,,,
679,Psychic Brittney,2,5,Hypno,Alakazam,,,,
680,Psychic Daisy,2,5,Slowbro,Slowking,,,,
681,Rancher Marco,2,1,Ponyta,Rapidash,,,,
682,Rancher Marco,4,1,Ponyta,Miltank,Tauros,Rapidash,,
683,Fisherman Joseph,1,1,Seaking,,,,,
684,Fisherman Joseph,1,1,Seaking,,,,,
685,Fisherman Miguel,3,1,Gyarados,Gyarados,Octillery,,,
686,Fisherman Alec,2,1,Gyarados,Gyarados,,,,
687,Twins Teri & Tia,2,1,Pikachu,Clefairy,,,,
688,Twins Teri & Tia,2,1,Raichu,Clefable,,,,
689,PI Carlos,1,17,Seaking,,,,,
690,PI Carlos,1,17,Seaking,,,,,
691,Gentleman Jeremy,1,1,Chatot,,,,,
692,Gentleman Jeremy,1,1,Chatot,,,,,
693,Gentleman Jeremy,1,1,Chatot,,,,,
694,Guitarist Tony,2,1,Kricketune,Magneton,,,,
695,Ruin Maniac Harry,3,7,Bronzor,Shieldon,Cranidos,,,
696,Ruin Maniac Harry,3,7,Bastiodon,Rampardos,Bronzong,,,
697,Jogger Craig,2,1,Luxio,Luxio,,,,
698,Jogger Craig,2,1,Luxray,Luxray,,,,
699,Black Belt Philip,1,33,Machamp,,,,,
700,Black Belt Davon,3,33,Hitmontop,Hariyama,Machamp,,,
701,Socialite Reina,1,1,Roselia,,,,,
702,Socialite Reina,1,1,Roselia,,,,,
703,Lass Samantha,1,1,Budew,,,,,
704,Lass Samantha,2,1,Beautifly,Roselia,,,,
705,Lass Samantha,3,1,Combee,Roselia,Beautifly,,,
706,Lass Madeline,2,1,Psyduck,Buneary,,,,
707,Lass Madeline,2,1,Golduck,Buneary,,,,
708,Lass Madeline,2,1,Golduck,Lopunny,,,,
709,Hiker Theodore,2,33,Onix,Steelix,,,,
710,Hiker Theodore,2,33,Steelix,Steelix,,,,
711,Hiker Theodore,3,33,Camerupt,Steelix,Donphan,,,
712,Bug Catcher Brandon,2,1,Dustox,Kricketune,,,,
713,Bug Catcher Brandon,3,1,Dustox,Kricketune,Scyther,,,
714,Bug Catcher Brandon,3,1,Dustox,Kricketune,Scizor,,,
715,Parasol Lady Alexa,2,1,Goldeen,Bibarel,,,,
716,Parasol Lady Alexa,3,1,Hippowdon,Bibarel,Seaking,,,
717,Parasol Lady Alexa,4,1,Hippowdon,Bibarel,Mantine,Seaking,,
718,Picnicker Karina,1,7,Piplup,,,,,
719,Picnicker Karina,1,7,Prinplup,,,,,
720,Picnicker Karina,1,7,Empoleon,,,,,
721,Poke Kid Danielle,1,1,Pikachu,,,,,
722,Poke Kid Danielle,1,1,Pikachu,,,,,
723,Poke Kid Danielle,1,1,Raichu,,,,,
724,Policeman Danny,2,1,Hoothoot,Machoke,,,,
725,Policeman Danny,2,1,Noctowl,Machoke,,,,
726,Policeman Danny,2,1,Noctowl,Machamp,,,,
727,Rich Boy Trey,1,1,Luxray,,,,,
728,Rich Boy Trey,1,1,Luxray,,,,,
729,Lady Melissa,1,1,Cherrim,,,,,
730,Lady Melissa,1,1,Cherrim,,,,,
731,Lady Melissa,3,1,Hoppip,Cherrim,Bellossom,,,
732,Pokemon Ranger Taylor,2,7,Carnivine,Luxray,,,,
733,Pokemon Ranger Taylor,2,7,Carnivine,Luxray,,,,
734,Pokemon Ranger Taylor,3,7,Carnivine,Luxray,Dewgong,,,
735,Pokemon Ranger Kyler,3,7,Zangoose,Exeggutor,Poliwrath,,,
736,Pokemon Ranger Allison,2,7,Azumarill,Leafeon,,,,
737,Pokemon Ranger Allison,2,7,Azumarill,Leafeon,,,,
738,Pokemon Ranger Allison,2,7,Azumarill,Leafeon,,,,
739,Pokemon Ranger Ashlee,3,7,Linoone,Butterfree,Arbok,,,
740,Sailor Marc,2,1,Mantine,Machoke,,,,
741,Sailor Marc,3,1,Mantine,Machoke,Lanturn,,,
742,Sailor Zachariah,3,1,Pelipper,Machamp,Gastrodon,,,
743,Scientist Shaun,2,5,Magnemite,Kadabra,,,,
744,Scientist Shaun,2,5,Magneton,Kadabra,,,,
745,Scientist Shaun,2,5,Magneton,Alakazam,,,,
746,Ninja Boy Zach,3,1,Zubat,Golbat,Golbat,,,
747,Ninja Boy Zach,3,1,Golbat,Golbat,Golbat,,,
748,Ninja Boy Zach,3,1,Golbat,Crobat,Crobat,,,
749,Beauty Cyndy,1,1,Glameow,,,,,
750,Beauty Cyndy,3,1,Meowth,Skitty,Glameow,,,
751,Skier Edward,1,1,Sneasel,,,,,
752,Skier Edward,1,1,Sneasel,,,,,
753,Skier Bjorn,2,1,Piloswine,Sneasel,,,,
754,Skier Bjorn,3,1,Delibird,Weavile,Mamoswine,,,
755,Skier Andrea,1,1,Abomasnow,,,,,
756,Skier Andrea,1,1,Abomasnow,,,,,
757,Skier Madison,1,1,Snorunt,,,,,
758,Skier Madison,1,1,Froslass,,,,,
759,Swimmer Wesley,3,1,Qwilfish,Floatzel,Tentacruel,,,
760,Swimmer Francisco,3,1,Golduck,Relicanth,Tentacruel,,,
761,Swimmer Glenn,2,1,Octillery,Politoed,,,,
762,Swimmer Miranda,2,1,Shellder,Lumineon,,,,
763,Swimmer Crystal,3,1,Wailmer,Seaking,Pelipper,,,
764,Swimmer Joanna,3,1,Luvdisc,Corsola,Lapras,,,
765,Youngster Tristan,1,1,Staravia,,,,,
766,Youngster Tristan,1,1,Staraptor,,,,,
767,Youngster Tristan,1,1,Staraptor,,,,,
768,Youngster Dallas,2,1,Luxio,Bibarel,,,,
769,Youngster Dallas,3,1,Luxio,Bibarel,Graveler,,,
770,Youngster Dallas,4,1,Luxray,Bibarel,Golem,Staraptor,,
771,Tuber Jared,3,1,Shellos,Shellos,Shellos,,,
772,Tuber Jared,3,1,Gastrodon,Gastrodon,Gastrodon,,,
773,Tuber Chelsea,1,1,Azumarill,,,,,
774,Veteran Brian,3,7,Tangela,Rapidash,Floatzel,,,
775,Tuber Chelsea,1,1,Azumarill,,,,,
776,Veteran Brian,3,7,Floatzel,Rapidash,Tangrowth,,,
777,Veteran Armando,3,7,Ninjask,Absol,Slaking,,,
778,Veteran,1,1,Rattata,,,,,
779,Cameraman,1,1,Rattata,,,,,
780,Cameraman,1,1,Rattata,,,,,
781,Cameraman,1,1,Rattata,,,,,
782,Cameraman,1,1,Rattata,,,,,
783,Cameraman,1,1,Rattata,,,,,
784,Guitarist,1,1,Rattata,,,,,
785,Guitarist,1,1,Rattata,,,,,
786,Guitarist,1,1,Rattata,,,,,
787,Guitarist,1,1,Rattata,,,,,
788,Guitarist,1,1,Rattata,,,,,
789,Guitarist,1,1,Rattata,,,,,
790,Idol,1,1,Rattata,,,,,
791,Idol,1,1,Rattata,,,,,
792,Idol,1,1,Rattata,,,,,
793,Idol,1,1,Rattata,,,,,
794,Idol,1,1,Rattata,,,,,
795,Interviewers,2,1,Rattata,Rattata,,,,
796,Interviewers,2,1,Rattata,Rattata,,,,
797,Interviewers,2,1,Rattata,Rattata,,,,
798,Interviewers,2,1,Rattata,Rattata,,,,
799,Clown,1,1,Rattata,,,,,
800,Clown,1,1,Rattata,,,,,
801,Clown,1,1,Rattata,,,,,
802,Clown,1,1,Rattata,,,,,
803,Clown,1,1,Rattata,,,,,
804,Poke Kid,1,1,Rattata,,,,,
805,Poke Kid,1,1,Rattata,,,,,
806,Poke Kid,1,1,Rattata,,,,,
807,Poke Kid,1,1,Rattata,,,,,
808,Policeman,1,1,Rattata,,,,,
809,Reporter,1,1,Rattata,,,,,
810,Reporter,1,1,Rattata,,,,,
811,Reporter,1,1,Rattata,,,,,
812,Reporter,1,1,Rattata,,,,,
813,Scientist,1,1,Rattata,,,,,
814,Swimmer,1,1,Rattata,,,,,
815,Waiter,1,1,Rattata,,,,,
816,Worker,1,1,Rattata,,,,,
817,Youngster,2,1,Munchlax,Kricketot,,,,
818,Lass,2,1,Bonsly,MimeJr.,,,,
819,Youngster,2,1,Weavile,Pachirisu,,,,
820,Youngster,2,1,Buizel,Mantyke,,,,
821,Lass,2,1,Chatot,Pachirisu,,,,
822,Youngster,2,1,Kricketot,Cherrim,,,,
823,Youngster,2,1,Pachirisu,Munchlax,,,,
824,Lass,2,1,Starly,Bidoof,,,,
825,Youngster,2,1,Chatot,Cherrim,,,,
826,Tower Tycoon,1,1,Rattata,,,,,
827,Ace Trainer Anton,1,7,Glalie,,,,,
828,Ace Trainer Brenna,3,7,Sneasel,Snorunt,Snover,,,
829,Scientist Darrius,1,5,Porygon2,,,,,
830,Scientist Fredrick,2,5,Kirlia,Kadabra,,,,
831,Scientist Travon,1,5,Kadabra,,,,,
832,Poke Kid Janet,2,1,Pikachu,Pikachu,,,,
833,Galactic Grunt,1,1,Rattata,,,,,
834,Galactic Grunt,1,1,Rattata,,,,,
835,Galactic Grunt,3,1,Zubat,Houndour,Golbat,,,
836,Galactic Grunt,3,1,Glameow,Stunky,Croagunk,,,
837,Rival,6,7,Staraptor,Floatzel,Heracross,Rapidash,Snorlax,Torterra
838,Rival,6,7,Staraptor,Floatzel,Heracross,Roserade,Snorlax,Infernape
839,Rival,6,7,Staraptor,Roserade,Heracross,Rapidash,Snorlax,Empoleon
840,Rival,6,7,Staraptor,Floatzel,Heracross,Rapidash,Snorlax,Torterra
841,Rival,6,7,Staraptor,Floatzel,Heracross,Roserade,Snorlax,Infernape
842,Rival,6,7,Staraptor,Roserade,Heracross,Rapidash,Snorlax,Empoleon
843,Galactic Grunt,1,1,Glameow,,,,,
844,Worker Dillan,2,1,Machop,Machoke,,,,
845,Worker Holden,3,1,Magnemite,Magnemite,Magnemite,,,
846,Worker Conrad,1,1,Magmar,,,,,
847,Galactic Grunt,1,1,Croagunk,,,,,
848,Galactic Grunt,2,1,Zubat,Stunky,,,,
849,Galactic Grunt,2,1,Zubat,Croagunk,,,,
850,Rival,1,35,Turtwig,,,,,
851,Rival,1,35,Chimchar,,,,,
852,Rival,1,35,Piplup,,,,,
853,Leader Candice,5,7,Weavile,Mamoswine,Abomasnow,Froslass,Glaceon,
854,Leader Maylene,5,7,Hitmontop,Medicham,Breloom,Machamp,Lucario,
855,Leader Volkner,5,7,Jolteon,Raichu,Luxray,Lanturn,Electivire,
856,Leader Byron,5,7,Skarmory,Steelix,Magnezone,Bastiodon,Aggron,
857,Leader Gardenia,5,7,Jumpluff,Cherrim,Bellossom,Torterra,Roserade,
858,Leader Roark,5,7,Aerodactyl,Probopass,Golem,Rampardos,Tyranitar,
859,Leader Wake,5,7,Sharpedo,Quagsire,Gyarados,Floatzel,Ludicolo,
860,Leader Fantina,5,7,Banette,Drifblim,Dusknoir,Mismagius,Gengar,
861,Pokemon Trainer Riley,5,7,Absol,Ursaring,Metagross,Salamence,Lucario,
862,Pokemon Trainer Buck,5,7,Shuckle,Umbreon,Torkoal,Dusknoir,Claydol,
863,Pokemon Trainer Marley,5,7,Ninjask,Electrode,Crobat,Weavile,Arcanine,
864,Pokemon Trainer Mira,5,7,Porygon-Z,Gengar,Magnezone,Togekiss,Alakazam,
865,Pokemon Trainer Cheryl,5,7,Wobbuffet,Drifblim,Hariyama,Wailord,Blissey,
866,Elite Four Aaron,5,7,Yanmega,Scizor,Vespiquen,Heracross,Drapion,
867,Elite Four Bertha,5,7,Whiscash,Gliscor,Hippowdon,Golem,Rhyperior,
868,Elite Four Flint,5,7,Houndoom,Flareon,Rapidash,Infernape,Magmortar,
869,Elite Four Lucian,5,15,Mr.Mime,Espeon,Bronzong,Alakazam,Gallade,
870,Champion Cynthia,6,7,Spiritomb,Roserade,Togekiss,Lucario,Milotic,Garchomp
871,Rival,6,7,Staraptor,Floatzel,Heracross,Rapidash,Snorlax,Torterra
872,Rival,6,7,Staraptor,Floatzel,Heracross,Roserade,Snorlax,Infernape
873,Rival,6,7,Staraptor,Roserade,Heracross,Rapidash,Snorlax,Empoleon
874,Cameraman Tevin,2,1,MimeJr.,Machop,,,,
875,Cameraman Tevin,3,1,Magnemite,Mr.Mime,Machoke,,,
876,Cameraman Tevin,4,1,Magnemite,Magneton,Mr.Mime,Machoke,,
877,Guitarist Arturo,1,1,Kricketune,,,,,
878,Guitarist Arturo,1,1,Kricketune,,,,,
879,Guitarist Arturo,1,1,Kricketune,,,,,
880,Idol Grace,2,1,Clefairy,Clefairy,,,,
881,Idol Grace,3,1,Clefairy,Clefairy,Clefairy,,,
882,Idol Grace,4,1,Clefairy,Clefairy,Clefairy,Clefairy,,
883,Interviewers Roxy & Oli,2,1,Magnemite,Ralts,,,,
884,Interviewers Roxy & Oli,2,1,Magnemite,Kirlia,,,,
885,Interviewers Roxy & Oli,2,1,Magneton,Gardevoir,,,,
886,Clown Lee,1,1,MimeJr.,,,,,
887,Clown Lee,2,1,Mr.Mime,Kadabra,,,,
888,Clown Lee,3,1,Mr.Mime,Kadabra,Ambipom,,,
889,Poke Kid Ariel,3,1,Pichu,Pikachu,Pikachu,,,
890,Poke Kid Ariel,3,1,Pichu,Pikachu,Pikachu,,,
891,Poke Kid Ariel,3,1,Pichu,Pikachu,Pikachu,,,
892,Rich Boy Liam,1,1,Blissey,,,,,
893,Lady Celeste,1,1,Blissey,,,,,
894,Reporter Kinsey,2,1,Shinx,Drifloon,,,,
895,Reporter Kinsey,2,1,Drifloon,Luxio,,,,
896,Reporter Kinsey,2,1,Drifblim,Luxray,,,,
897,Maid Belinda,1,1,Clefairy,,,,,
898,Maid Sophie,1,1,Clefairy,,,,,
899,Maid Emily,1,1,Clefairy,,,,,
900,Maid Elena,1,1,Clefairy,,,,,
901,Maid Clare,1,1,Clefairy,,,,,
902,Hall Matron,1,1,Rattata,,,,,
903,Factory Head,1,1,Rattata,,,,,
904,Arcade Star,1,1,Rattata,,,,,
905,Castle Valet,1,1,Rattata,,,,,
906,Cameraman Tevin,4,1,Magneton,Magneton,Mr.Mime,Machamp,,
907,Guitarist Arturo,1,1,Kricketune,,,,,
908,Idol Grace,5,1,Clefairy,Clefairy,Clefairy,Clefairy,Clefairy,
909,Interviewers Roxy & Oli,2,1,Magnezone,Gardevoir,,,,
910,Clown Lee,3,1,Mr.Mime,Alakazam,Ambipom,,,
911,Poke Kid Ariel,3,1,Pichu,Pikachu,Raichu,,,
912,Reporter Kinsey,2,1,Drifblim,Luxray,,,,
913,Galactic Boss Cyrus,3,7,Sneasel,Golbat,Murkrow,,,
914,Cameraman Tevin,4,1,Magneton,Magneton,Mr.Mime,Machamp,,
915,Guitarist Arturo,1,1,Kricketune,,,,,
916,Idol Grace,6,1,Clefairy,Clefairy,Clefairy,Clefairy,Clefairy,Clefairy
917,Interviewers Roxy & Oli,2,1,Magnezone,Gardevoir,,,,
918,Clown Lee,3,1,Mr.Mime,Alakazam,Ambipom,,,
919,Poke Kid Ariel,3,1,Pichu,Pikachu,Raichu,,,
920,Reporter Kinsey,2,1,Drifblim,Luxray,,,,
921,Leader Volkner,3,7,Luxray,Jolteon,Electivire,,,
922,Elite Four Flint,3,7,Houndoom,Flareon,Magmortar,,,
923,Rival,6,7,Staraptor,Floatzel,Heracross,Rapidash,Snorlax,Torterra
924,Rival,6,7,Staraptor,Floatzel,Heracross,Roserade,Snorlax,Infernape
925,Rival,6,7,Staraptor,Roserade,Heracross,Rapidash,Snorlax,Empoleon
