Trainer ID,Trainer Name,Gender,Pokemon Held,AI Difficulty,Poke1,Poke2,Poke3,Poke4,Poke5,Poke6
576,Ace Trainer Mikayla,f,3,7,Seviper,Persian,Absol,,,
577,Ace Trainer Meagan,f,2,7,Delcatty,Abomasnow,,,,
578,Ace Trainer Sandra,f,3,7,Dugtrio,Raichu,Ninetales,,,
579,Ace Trainer Kassandra,f,3,7,Jumpluff,Onix,Ampharos,,,
580,Ace Trainer Jasmin,f,1,7,Drapion,,,,,
581,Ace Trainer Natasha,f,3,7,Wigglytuff,Gardevoir,Medicham,,,
582,Ace Trainer Monique,f,3,7,Luxray,Ursaring,Gliscor,,,
583,Psychic Corbin,m,2,5,Xatu,Gallade,,,,
584,Psychic Sterling,m,2,5,Solrock,Gallade,,,,
585,Psychic Daisy,f,2,5,Slowpoke,Slowbro,,,,
586,Psychic Chelsey,f,2,5,Lunatone,Gardevoir,,,,
587,Black Belt Davon,m,3,33,Tyrogue,Makuhita,Machamp,,,
588,Black Belt Griffin,m,2,33,Breloom,Medicham,,,,
589,Black Belt Ray,m,2,33,Breloom,Toxicroak,,,,
590,Black Belt Jarrett,m,1,33,Machamp,,,,,
591,Pokemon Ranger Kyler,m,3,7,Exeggcute,Zangoose,Empoleon,,,
592,Pokemon Ranger Deshawn,m,3,7,Spinda,Kecleon,Granbull,,,
593,Pokemon Ranger Dwayne,m,3,7,Skarmory,Golduck,Donphan,,,
594,Pokemon Ranger Ashlee,f,2,7,Linoone,Arbok,,,,
595,Pokemon Ranger Felicia,f,2,7,Skiploom,Lopunny,,,,
596,Pokemon Ranger Krista,f,2,7,Lairon,Marowak,,,,
597,Swimmer Glenn,m,2,1,Octillery,Poliwhirl,,,,
598,Swimmer Kurt,m,3,1,Krabby,Corphish,Kingler,,,
599,Swimmer Sam,m,2,1,Sealeo,Gastrodon,,,,
600,Swimmer Wade,m,3,1,Carvanha,Carvanha,Sharpedo,,,
601,Swimmer Joanna,f,2,1,Luvdisc,Lapras,,,,
602,Swimmer Sophia,f,2,1,Delibird,Mantine,,,,
603,Swimmer Mallory,f,2,1,Surskit,Lombre,,,,
604,Swimmer Lydia,f,3,1,Marill,Spheal,Wailmer,,,
606,Veteran Harlan,m,3,7,Raticate,Drifblim,Shiftry,,,
627,Aroma Lady Elizabeth,f,1,5,Roselia,,,,,
628,Aroma Lady Elizabeth,f,1,5,Roselia,,,,,
629,Aroma Lady Elizabeth,f,1,5,Roserade,,,,,
630,Artist William,m,2,1,Mr.Mime,Sudowoodo,,,,
631,Artist William,m,2,1,Mr.Mime,Sudowoodo,,,,
632,Artist William,m,3,1,Smeargle,Mr.Mime,Sudowoodo,,,
633,Battle Girl Helen,f,2,33,Meditite,Machop,,,,
634,Battle Girl Helen,f,2,33,Medicham,Machoke,,,,
635,Battle Girl Helen,f,2,33,Medicham,Machamp,,,,
636,Bird Keeper Brianna,f,2,1,Noctowl,Noctowl,,,,
637,Bird Keeper Brianna,f,3,1,Skarmory,Noctowl,Noctowl,,,
638,Bird Keeper Audrey,f,3,1,Farfetch'd,Swellow,Pidgeot,,,
639,Pokemon Breeder Albert,m,4,1,Roselia,Bonsly,Pikachu,Eevee,,
640,Pokemon Breeder Albert,m,4,1,Roselia,Sudowoodo,Pikachu,Umbreon,,
641,Pokemon Breeder Albert,m,4,1,Roserade,Sudowoodo,Raichu,Umbreon,,
642,Pokemon Breeder Jennifer,f,4,1,Roselia,MimeJr.,Clefairy,Eevee,,
643,Pokemon Breeder Jennifer,f,4,1,Roselia,Mr.Mime,Clefairy,Espeon,,
644,Pokemon Breeder Jennifer,f,4,1,Roserade,Mr.Mime,Clefable,Espeon,,
645,Camper Zackary,m,1,7,Aipom,,,,,
646,Camper Zackary,m,1,7,Ambipom,,,,,
647,Camper Zackary,m,2,7,Ambipom,Bibarel,,,,
648,Ace Trainer Dalton,m,2,7,Electivire,Magmortar,,,,
649,Ace Trainer Olivia,f,3,7,Gardevoir,Seaking,Lopunny,,,
650,Collector Ivan,m,1,1,Togekiss,,,,,
653,Cyclist John,m,2,1,Staravia,Staraptor,,,,
654,Cyclist John,m,2,1,Staraptor,Staraptor,,,,
655,Cyclist John,m,3,1,Farfetch'd,Dodrio,Staraptor,,,
656,Cyclist Kayla,f,1,1,Pikachu,,,,,
657,Cyclist Kayla,f,1,1,Raichu,,,,,
658,Cyclist Kayla,f,3,1,Plusle,Minun,Raichu,,,
659,Dragon Tamer Patrick,m,1,7,Gabite,,,,,
660,Dragon Tamer Patrick,m,3,7,Shelgon,Gabite,Dragonair,,,
661,Dragon Tamer Hayden,m,2,7,Altaria,Kingdra,,,,
662,Dragon Tamer Geoffrey,m,2,7,Altaria,Garchomp,,,,
663,Ace Trainer Jake,m,2,7,Staraptor,Girafarig,,,,
664,Ace Trainer Dennis,m,3,7,Gligar,Floatzel,Drifblim,,,
665,Ace Trainer Dennis,m,3,7,Gliscor,Floatzel,Drifblim,,,
666,Ace Trainer Rodolfo,m,2,7,Starmie,Flygon,,,,
667,Ace Trainer Saul,m,1,7,Tauros,,,,,
668,Ace Trainer Shannon,f,3,7,Cherrim,Azumarill,Lopunny,,,
669,Ace Trainer Maya,f,3,7,Roselia,Kirlia,Lickitung,,,
670,Ace Trainer Maya,f,3,7,Roserade,Gardevoir,Lickilicky,,,
671,Ace Trainer Deanna,f,2,7,Ampharos,Tropius,,,,
672,Ace Trainer Moira,f,3,7,Sandslash,Gastrodon,Claydol,,,
673,Psychic Mitchell,m,2,5,Dusclops,Kadabra,,,,
674,Psychic Mitchell,m,3,5,Grumpig,Alakazam,Dusknoir,,,
675,Psychic Maxwell,m,2,5,Misdreavus,Gengar,,,,
676,Psychic Corbin,m,2,5,Xatu,Gallade,,,,
677,Psychic Abigail,f,3,5,Chimecho,Drifblim,Gardevoir,,,
678,Psychic Abigail,f,3,5,Chimecho,Drifblim,Gardevoir,,,
679,Psychic Brittney,f,2,5,Hypno,Alakazam,,,,
680,Psychic Daisy,f,2,5,Slowbro,Slowking,,,,
681,Rancher Marco,m,2,1,Ponyta,Rapidash,,,,
682,Rancher Marco,m,4,1,Ponyta,Miltank,Tauros,Rapidash,,
683,Fisherman Joseph,m,1,1,Seaking,,,,,
684,Fisherman Joseph,m,1,1,Seaking,,,,,
685,Fisherman Miguel,m,3,1,Gyarados,Gyarados,Octillery,,,
686,Fisherman Alec,m,2,1,Gyarados,Gyarados,,,,
687,Twins Teri & Tia,f,2,1,Pikachu,Clefairy,,,,
688,Twins Teri & Tia,f,2,1,Raichu,Clefable,,,,
689,PI Carlos,m,1,17,Seaking,,,,,
690,PI Carlos,m,1,17,Seaking,,,,,
691,Gentleman Jeremy,m,1,1,Chatot,,,,,
692,Gentleman Jeremy,m,1,1,Chatot,,,,,
693,Gentleman Jeremy,m,1,1,Chatot,,,,,
694,Guitarist Tony,m,2,1,Kricketune,Magneton,,,,
695,Ruin Maniac Harry,m,3,7,Bronzor,Shieldon,Cranidos,,,
696,Ruin Maniac Harry,m,3,7,Bastiodon,Rampardos,Bronzong,,,
697,Jogger Craig,m,2,1,Luxio,Luxio,,,,
698,Jogger Craig,m,2,1,Luxray,Luxray,,,,
699,Black Belt Philip,m,1,33,Machamp,,,,,
700,Black Belt Davon,m,3,33,Hitmontop,Hariyama,Machamp,,,
701,Socialite Reina,f,1,1,Roselia,,,,,
702,Socialite Reina,f,1,1,Roselia,,,,,
703,Lass Samantha,f,1,1,Budew,,,,,
704,Lass Samantha,f,2,1,Beautifly,Roselia,,,,
705,Lass Samantha,f,3,1,Combee,Roselia,Beautifly,,,
706,Lass Madeline,f,2,1,Psyduck,Buneary,,,,
707,Lass Madeline,f,2,1,Golduck,Buneary,,,,
708,Lass Madeline,f,2,1,Golduck,Lopunny,,,,
709,Hiker Theodore,m,2,33,Onix,Steelix,,,,
710,Hiker Theodore,m,2,33,Steelix,Steelix,,,,
711,Hiker Theodore,m,3,33,Camerupt,Steelix,Donphan,,,
712,Bug Catcher Brandon,m,2,1,Dustox,Kricketune,,,,
713,Bug Catcher Brandon,m,3,1,Dustox,Kricketune,Scyther,,,
714,Bug Catcher Brandon,m,3,1,Dustox,Kricketune,Scizor,,,
715,Parasol Lady Alexa,f,2,1,Goldeen,Bibarel,,,,
716,Parasol Lady Alexa,f,3,1,Hippowdon,Bibarel,Seaking,,,
717,Parasol Lady Alexa,f,4,1,Hippowdon,Bibarel,Mantine,Seaking,,
718,Picnicker Karina,f,1,7,Piplup,,,,,
719,Picnicker Karina,f,1,7,Prinplup,,,,,
720,Picnicker Karina,f,1,7,Empoleon,,,,,
721,Poke Kid Danielle,f,1,1,Pikachu,,,,,
722,Poke Kid Danielle,f,1,1,Pikachu,,,,,
724,Policeman Danny,m,2,1,Hoothoot,Machoke,,,,
725,Policeman Danny,m,2,1,Noctowl,Machoke,,,,
726,Policeman Danny,m,2,1,Noctowl,Machamp,,,,
727,Rich Boy Trey,m,1,1,Luxray,,,,,
728,Rich Boy Trey,m,1,1,Luxray,,,,,
729,Lady Melissa,f,1,1,Cherrim,,,,,
730,Lady Melissa,f,1,1,Cherrim,,,,,
731,Lady Melissa,f,3,1,Hoppip,Cherrim,Bellossom,,,
732,Pokemon Ranger Taylor,f,2,7,Carnivine,Luxray,,,,
733,Pokemon Ranger Taylor,f,2,7,Carnivine,Luxray,,,,
734,Pokemon Ranger Taylor,f,3,7,Carnivine,Luxray,Dewgong,,,
735,Pokemon Ranger Kyler,m,3,7,Zangoose,Exeggutor,Poliwrath,,,
736,Pokemon Ranger Allison,f,2,7,Azumarill,Leafeon,,,,
737,Pokemon Ranger Allison,f,2,7,Azumarill,Leafeon,,,,
738,Pokemon Ranger Allison,f,2,7,Azumarill,Leafeon,,,,
739,Pokemon Ranger Ashlee,f,3,7,Linoone,Butterfree,Arbok,,,
740,Sailor Marc,m,2,1,Mantine,Machoke,,,,
741,Sailor Marc,m,3,1,Mantine,Machoke,Lanturn,,,
742,Sailor Zachariah,m,3,1,Pelipper,Machamp,Gastrodon,,,
743,Scientist Shaun,m,2,5,Magnemite,Kadabra,,,,
744,Scientist Shaun,m,2,5,Magneton,Kadabra,,,,
745,Scientist Shaun,m,2,5,Magneton,Alakazam,,,,
746,Ninja Boy Zach,m,3,1,Zubat,Golbat,Golbat,,,
747,Ninja Boy Zach,m,3,1,Golbat,Golbat,Golbat,,,
748,Ninja Boy Zach,m,3,1,Golbat,Crobat,Crobat,,,
749,Beauty Cyndy,f,1,1,Glameow,,,,,
750,Beauty Cyndy,f,3,1,Meowth,Skitty,Glameow,,,
751,Skier Edward,m,1,1,Sneasel,,,,,
752,Skier Edward,m,1,1,Sneasel,,,,,
753,Skier Bjorn,m,2,1,Piloswine,Sneasel,,,,
754,Skier Bjorn,m,3,1,Delibird,Weavile,Mamoswine,,,
755,Skier Andrea,f,1,1,Abomasnow,,,,,
756,Skier Andrea,f,1,1,Abomasnow,,,,,
757,Skier Madison,f,1,1,Snorunt,,,,,
758,Skier Madison,f,1,1,Froslass,,,,,
759,Swimmer Wesley,m,3,1,Qwilfish,Floatzel,Tentacruel,,,
760,Swimmer Francisco,m,3,1,Golduck,Relicanth,Tentacruel,,,
761,Swimmer Glenn,m,2,1,Octillery,Politoed,,,,
762,Swimmer Miranda,f,2,1,Shellder,Lumineon,,,,
763,Swimmer Crystal,f,3,1,Wailmer,Seaking,Pelipper,,,
764,Swimmer Joanna,f,3,1,Luvdisc,Corsola,Lapras,,,
765,Youngster Tristan,m,1,1,Staravia,,,,,
766,Youngster Tristan,m,1,1,Staraptor,,,,,
767,Youngster Tristan,m,1,1,Staraptor,,,,,
768,Youngster Dallas,m,2,1,Luxio,Bibarel,,,,
769,Youngster Dallas,m,3,1,Luxio,Bibarel,Graveler,,,
770,Youngster Dallas,m,4,1,Luxray,Bibarel,Golem,Staraptor,,
771,Tuber Jared,m,3,1,Shellos,Shellos,Shellos,,,
772,Tuber Jared,m,3,1,Gastrodon,Gastrodon,Gastrodon,,,
773,Tuber Chelsea,f,1,1,Azumarill,,,,,
774,Veteran Brian,m,3,7,Tangela,Rapidash,Floatzel,,,
775,Tuber Chelsea,f,1,1,Azumarill,,,,,
776,Veteran Brian,m,3,7,Floatzel,Rapidash,Tangrowth,,,
777,Veteran Armando,m,3,7,Ninjask,Absol,Slaking,,,
827,Ace Trainer Anton,m,1,7,Glalie,,,,,
828,Ace Trainer Brenna,f,3,7,Sneasel,Snorunt,Snover,,,
829,Scientist Darrius,m,1,5,Porygon2,,,,,
830,Scientist Fredrick,m,2,5,Kirlia,Kadabra,,,,
831,Scientist Travon,m,1,5,Kadabra,,,,,
832,Poke Kid Janet,f,2,1,Pikachu,Pikachu,,,,
835,Galactic Grunt,n,3,1,Zubat,Houndour,Golbat,,,
836,Galactic Grunt,n,3,1,Glameow,Stunky,Croagunk,,,
843,Galactic Grunt,n,1,1,Glameow,,,,,
844,Worker Dillan,m,2,1,Machop,Machoke,,,,
845,Worker Holden,m,3,1,Magnemite,Magnemite,Magnemite,,,
846,Worker Conrad,m,1,1,Magmar,,,,,
847,Galactic Grunt,n,1,1,Croagunk,,,,,
848,Galactic Grunt,n,2,1,Zubat,Stunky,,,,
849,Galactic Grunt,n,2,1,Zubat,Croagunk,,,,
853,Gym Leader Candice,f,5,7,Weavile,Mamoswine,Abomasnow,Froslass,Glaceon,
854,Gym Leader Maylene,f,5,7,Hitmontop,Medicham,Breloom,Machamp,Lucario,
855,Gym Leader Volkner,m,5,7,Jolteon,Raichu,Luxray,Lanturn,Electivire,
856,Gym Leader Byron,m,5,7,Skarmory,Steelix,Magnezone,Bastiodon,Aggron,
857,Gym Leader Gardenia,f,5,7,Jumpluff,Cherrim,Bellossom,Torterra,Roserade,
858,Gym Leader Roark,m,5,7,Aerodactyl,Probopass,Golem,Rampardos,Tyranitar,
859,Gym Leader Wake,m,5,7,Sharpedo,Quagsire,Gyarados,Floatzel,Ludicolo,
860,Gym Leader Fantina,f,5,7,Banette,Drifblim,Dusknoir,Mismagius,Gengar,
861,Pokemon Trainer Riley,m,5,7,Absol,Ursaring,Metagross,Salamence,Lucario,
862,Pokemon Trainer Buck,m,5,7,Shuckle,Umbreon,Torkoal,Dusknoir,Claydol,
863,Pokemon Trainer Marley,f,5,7,Ninjask,Electrode,Crobat,Weavile,Arcanine,
864,Pokemon Trainer Mira,f,5,7,Porygon-Z,Gengar,Magnezone,Togekiss,Alakazam,
865,Pokemon Trainer Cheryl,f,5,7,Wobbuffet,Drifblim,Hariyama,Wailord,Blissey,
866,Elite Four Aaron,m,5,7,Yanmega,Scizor,Vespiquen,Heracross,Drapion,
867,Elite Four Bertha,f,5,7,Whiscash,Gliscor,Hippowdon,Golem,Rhyperior,
868,Elite Four Flint,m,5,7,Houndoom,Flareon,Rapidash,Infernape,Magmortar,
869,Elite Four Lucian,m,5,15,Mr.Mime,Espeon,Bronzong,Alakazam,Gallade,
870,Champion Cynthia,f,6,7,Spiritomb,Roserade,Togekiss,Lucario,Milotic,Garchomp
874,Cameraman Tevin,m,2,1,MimeJr.,Machop,,,,
875,Cameraman Tevin,m,3,1,Magnemite,Mr.Mime,Machoke,,,
876,Cameraman Tevin,m,4,1,Magnemite,Magneton,Mr.Mime,Machoke,,
877,Guitarist Arturo,m,1,1,Kricketune,,,,,
878,Guitarist Arturo,m,1,1,Kricketune,,,,,
879,Guitarist Arturo,m,1,1,Kricketune,,,,,
883,Interviewers Roxy & Oli,n,2,1,Magnemite,Ralts,,,,
884,Interviewers Roxy & Oli,n,2,1,Magnemite,Kirlia,,,,
885,Interviewers Roxy & Oli,n,2,1,Magneton,Gardevoir,,,,
886,Clown Lee,m,1,1,MimeJr.,,,,,
887,Clown Lee,m,2,1,Mr.Mime,Kadabra,,,,
888,Clown Lee,m,3,1,Mr.Mime,Kadabra,Ambipom,,,
892,Rich Boy Liam,m,1,1,Blissey,,,,,
893,Lady Celeste,f,1,1,Blissey,,,,,
894,Reporter Kinsey,f,2,1,Shinx,Drifloon,,,,
895,Reporter Kinsey,f,2,1,Drifloon,Luxio,,,,
896,Reporter Kinsey,f,2,1,Drifblim,Luxray,,,,
897,Maid Belinda,f,1,1,Clefairy,,,,,
898,Maid Sophie,f,1,1,Clefairy,,,,,
899,Maid Emily,f,1,1,Clefairy,,,,,
900,Maid Elena,f,1,1,Clefairy,,,,,
901,Maid Clare,f,1,1,Clefairy,,,,,
906,Cameraman Tevin,m,4,1,Magneton,Magneton,Mr.Mime,Machamp,,
907,Guitarist Arturo,m,1,1,Kricketune,,,,,
909,Interviewers Roxy & Oli,n,2,1,Magnezone,Gardevoir,,,,
910,Clown Lee,m,3,1,Mr.Mime,Alakazam,Ambipom,,,
912,Reporter Kinsey,f,2,1,Drifblim,Luxray,,,,
913,Galactic Boss Cyrus,m,3,7,Sneasel,Golbat,Murkrow,,,
914,Cameraman Tevin,m,4,1,Magneton,Magneton,Mr.Mime,Machamp,,
915,Guitarist Arturo,m,1,1,Kricketune,,,,,
916,Idol Grace,f,6,1,Clefairy,Clefairy,Clefairy,Clefairy,Clefairy,Clefairy
917,Interviewers Roxy & Oli,n,2,1,Magnezone,Gardevoir,,,,
918,Clown Lee,m,3,1,Mr.Mime,Alakazam,Ambipom,,,
919,Poke Kid Ariel,f,3,1,Pichu,Pikachu,Raichu,,,
920,Reporter Kinsey,f,2,1,Drifblim,Luxray,,,,
926,Commander Mars,f,3,15,Bronzong,Golbat,Purugly,,,
927,Commander Jupiter,f,3,15,Bronzong,Golbat,Skuntank,,,
